SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle
741894.0,0.0,0.0,0.0,0.0,0.0
410244.29925854795,0.0,0.0,0.0,0.0,0.0
1573676.0,0.0,0.0,0.0,0.0,0.0
266652.5,0.0,0.0,0.0,0.0,0.0
289303.0,0.0,0.0,0.0,0.0,0.0
1349407.5,0.0,0.0,0.0,0.0,0.0
887825.0,0.0,0.0,0.0,0.0,0.0
1446292.0,0.0,0.0,0.0,0.0,0.0
1486193.0,0.0,0.0,0.0,0.0,0.0
1633068.5,0.0,0.0,0.0,0.0,0.0
747564.8775173321,0.0,0.0,0.0,0.0,0.0
608334.5,0.0,0.0,0.0,0.0,0.0
201804.5,0.0,0.0,0.0,0.0,0.0
253776.5,0.0,0.0,0.0,0.0,0.0
1490813.0,0.0,0.0,0.0,0.0,0.0
861464.0,0.0,0.0,0.0,0.0,0.0
494728.5,0.0,0.0,0.0,0.0,0.0
284610.5,0.0,0.0,0.0,0.0,0.0
1652903.5,0.0,0.0,0.0,0.0,0.0
849952.0,0.0,0.0,0.0,0.0,0.0
234153.5,0.0,0.0,0.0,0.0,0.0
301560.30244020396,0.0,0.0,0.0,0.0,0.0
532036.0,0.0,0.0,0.0,0.0,0.0
1407480.5,0.0,0.0,0.0,0.0,0.0
1482300.0,0.0,0.0,0.0,0.0,0.0
1576212.3062685,0.0,0.0,0.0,0.0,0.0
264256.5,0.0,0.0,0.0,0.0,0.0
434761.0,0.0,0.0,0.0,0.0,0.0
1575444.0,0.0,0.0,0.0,0.0,0.0
322798.5,0.0,0.0,0.0,0.0,0.0
1587232.0,0.0,0.0,0.0,0.0,0.0
229044.0,0.0,0.0,0.0,0.0,0.0
302851.0,0.0,0.0,0.0,0.0,0.0
908310.0,0.0,0.0,0.0,0.0,0.0
1829502.0,0.0,0.0,0.0,0.0,0.0
407059.5,0.0,0.0,0.0,0.0,0.0
690394.53705009,0.0,0.0,0.0,0.0,0.0
251621.0,0.0,0.0,0.0,0.0,0.0
616965.0,0.0,0.0,0.0,0.0,0.0
835274.0,0.0,0.0,0.0,0.0,0.0
238446.0,0.0,0.0,0.0,0.0,0.0
832127.423119538,0.0,0.0,0.0,0.0,0.0
1562017.0,0.0,0.0,0.0,0.0,0.0
