SM,dis_SM,cha_SM,w_SM,RT,Ref,dis_RT,cha_RT
500.0,0.0,0.0,8256.055499999999,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7598.5965,500.0,500.0,0.0,0.0
500.0,0.0,0.0,6567.858,500.0,500.0,0.0,0.0
500.0,0.0,0.0,5893.2225,500.0,500.0,0.0,0.0
500.0,0.0,0.0,5138.9415,500.0,500.0,0.0,0.0
500.0,0.0,0.0,4175.0775,500.0,500.0,0.0,0.0
500.0,0.0,0.0,3468.168,500.0,500.0,0.0,0.0
500.0,0.0,0.0,3088.107,500.0,500.0,0.0,0.0
500.0,0.0,0.0,2926.143,500.0,500.0,0.0,0.0
500.0,0.0,0.0,2862.0405,500.0,500.0,0.0,0.0
500.0,0.0,0.0,3015.045,500.0,500.0,0.0,0.0
500.0,0.0,0.0,3707.9955,500.0,500.0,0.0,0.0
500.0,0.0,0.0,4824.567,500.0,500.0,0.0,0.0
500.0,0.0,0.0,5238.931500000001,500.0,500.0,0.0,0.0
500.0,0.0,0.0,5081.4225,500.0,500.0,0.0,0.0
500.0,0.0,0.0,5487.57,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7631.266500000001,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7665.5205000000005,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7920.7919999999995,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7991.478,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7895.695500000001,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7821.2474999999995,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7583.7465,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7235.415000000001,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7170.1245,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7125.227999999999,500.0,500.0,0.0,0.0
500.0,0.0,0.0,6879.6585000000005,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7140.672,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7306.794,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7698.3885,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7674.777,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7860.1545,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7785.459,500.0,500.0,0.0,0.0
500.0,0.0,0.0,7506.081,500.0,500.0,0.0,0.0
