,Vestavind (NO),Nordsøen Midt (DK),Thetys HPP (NL),Sud Atlantique HPP (FRw),Golfe du Lion (FRs),Sicily South (IT)
P90 NPV [M€],-469.84,-200.24,-412.05,-593.24,-383.95,-636.33
