Site,site_id,NPV CV,Mean NPV,Mean NPV/CAPEX,Mean IRR
Vestavind (NO),Vestavind_HiFiEMS,0.28068956062478245,-346.97054156932234,-29.286415289897445,2.8196950746875187
Nordsøen Midt (DK),NordsoenMidt_HiFiEMS,1.6633488453141188,-73.76053305450685,-6.222225572985715,5.279647886496404
Thetys HPP (NL),Thetys_HiFiEMS,0.29558810917160944,-315.8741668444408,-24.333879849984477,3.2859800529172096
Sud Atlantique HPP (FRw),Sud_Atlantique_HiFiEMS,0.33467402745619196,-446.6756598311284,-31.907737640923227,2.338843794323229
Golfe du Lion (FRs),Golfe_du_Lion_HiFiEMS,0.7917127620606297,-221.91205255856983,-18.637415740282023,3.9579948580984006
Sicily South (IT),SicilySouth_HiFiEMS,0.2448918382372494,-523.2627006147299,-42.684659930145024,0.9510964598077213
