Year,NPV,NPV vs Mean (%),NPV/CAPEX,NPV/CAPEX vs Mean (%),IRR,IRR vs Mean (%)
Best (2010),342.6201227312487,462.51958458833604,0.2877515481789065,462.5195845883361,8.492041011797099,67.33941399284915
Mean,-94.51078984334477,0.0,-0.07937544905488804,0.0,5.074740498469766,0.0
Worst (1990),-332.4435720578156,-251.75197732328073,-0.2792047115598021,-251.7519773232808,3.00647253658159,-40.75613250592499
Difference (Best - Worst),675.0636947890644,714.2715619116168,0.5669562597387086,714.2715619116169,5.4855684752155085,108.09554649877413
