Year,NPV,NPV vs Mean (%),NPV/CAPEX,NPV/CAPEX vs Mean (%),IRR,IRR vs Mean (%)
Best (1985),90.88620918785192,150.92561177794647,0.0700156684698721,150.92561177794644,6.44568382060097,45.86618885141802
Mean,-178.46856623764813,0.0,-0.13748616074592293,0.0,4.418901920558617,0.0
Worst (2014),-290.506986451108,-62.7776770864343,-0.2237967787775344,-62.77767708643428,3.52124479753515,-20.31403138519963
Difference (Best - Worst),381.3931956389599,213.7032888643808,0.2938124472474065,213.70328886438074,2.92443902306582,66.18022023661766
