nld,ld,cycles
0.0,0.0,0.0
0.0006687636898483618,8.503805289942264e-05,1.0131208210321865
0.001301443891583598,0.00016620340617164972,2.5328013535149094
0.0020772191539919493,0.00026669262688097737,4.559060403139819
0.002624203178091755,0.00033819639244763344,5.825460747841369
0.003093941573133585,0.0004000385723478195,6.838580958217129
0.0037782802202871446,0.0004908655154596258,8.611541734424419
0.004384277254108504,0.0005720308666120734,10.131222211336757
0.004913844336675854,0.00064353463204361,11.397622552496129
0.005580777796727832,0.0007343615663230646,13.170583097161794
0.006171381908971263,0.0008155269070750886,14.690263301425235
0.006687513001883749,0.0008870306750106999,15.956663708229357
0.007337546071160328,0.000977857609573319,17.72962426031823
0.007913203787752066,0.001059022961688606,19.24930476247157
0.00841628846401643,0.0011305267258822189,20.515705071178555
0.00904991122693688,0.001221353662438674,22.28866567553618
0.009611055884952369,0.001302519016211099,23.80834622113168
0.010167458767753934,0.0013836846318460187,25.328033631497632
0.010719163437147738,0.001464850111708722,26.847717482571525
0.011006320122977642,0.0015073694835109196,27.354286946562596
0.011356990512218834,0.0015595502331339,28.11413109616893
0.011898673147693217,0.00164071558072855,29.633811479812987
0.012308337712500839,0.001702557776844165,30.646932115279014
0.012968422123440848,0.0018030462908631374,32.6731726388944
0.01355915080949055,0.001893873222904159,34.446133124879154
0.01426814054795933,0.0020040233147382985,36.72565357699707
0.014724077214722464,0.002075527085808055,37.99205406596335
0.0154198870780351,0.002185677177184678,40.27157450608738
0.01610784482737282,0.002295827277782643,42.551095187950494
0.016609810254210267,0.0023769926299502617,44.07077569147572
0.01716659000909948,0.002467819553007165,45.84373594194026
0.01754273373715587,0.0025296617342123484,46.856856186526755
0.01797468373985811,0.0026011654980925172,48.123256487016754
0.0184611869614566,0.002682330851340595,49.6429370188664
0.019172011092304042,0.002802142915762553,52.175747748519974
0.019535529234602445,0.002863985325037088,53.188873971983845
0.019896764436480252,0.002925827285482586,54.20198842931712
0.020423210163088013,0.0030166542193634438,55.9749489635335
0.02094482701182465,0.003107481152665936,57.74790948258792
0.021297248919083467,0.0031693233468634858,58.761030067771536
0.021647473083935553,0.0032311655387768407,59.7741505930746
0.02226588178016531,0.0033413156373562447,62.05367122202078
0.022610079330380173,0.0034031578237136355,63.06679160167327
0.023058584906326507,0.003484323168706093,64.58647191710041
0.023292080760933365,0.0035268421929577254,65.09303226999349
0.023735051056596235,0.0036080082721631455,66.61273183294006
0.023965666662640883,0.0036505272869954827,67.11929193890468
0.024506811756266678,0.0037510157990626103,69.14553241135211
0.024888572164636802,0.0038225195637531574,70.4119327330863
0.025165450735038508,0.003874700172438801,71.17177318799605
0.02559327454395033,0.003955865529240049,72.69145381299266
0.026017655738634793,0.004037030881079117,74.21113430790489
0.02633871380877395,0.004098873066480591,75.22425466249786
0.026856224338928647,0.004199361578118731,77.25049512369932
0.027466556709016654,0.004319173257010948,79.78329574662425
0.027924448150673853,0.004410000191143675,81.55625628744343
0.028330177930746547,0.004491165548119164,83.07593691700778
0.028780379381974308,0.004581992477065727,84.8488973218708
0.029131988597372538,0.004653496427072018,86.11530250168919
0.02952813042784097,0.004734661601085038,87.63497833486085
0.029967714458259076,0.004825488530611139,89.40793875491656
0.030264798133541215,0.004887331446047386,90.42107824749698
0.030606067397356274,0.004958835575590888,91.68748813391434
0.031127160334948,0.005068986041980847,93.96701840507762
0.031732583139539194,0.005198459304438664,96.75309910725369
0.03206369880384896,0.0052699630686809116,98.01949941723564
0.032348238272109864,0.005331805970466084,99.03263855195078
0.032675118352095356,0.005403309735525607,100.29903888335775
0.03308710242183699,0.005494136668383678,102.07199939076162
0.033322168552192166,0.005546317407093635,102.83184325428115
0.033599240843762535,0.005608160199871398,103.84497953134827
0.03396040111361254,0.005689325554038838,105.36466008729916
0.034361242884641374,0.005780152480925218,107.1376204381541
0.034758626102983414,0.005870979416405147,108.91058101429041
0.03506905870490029,0.0059424831839171065,110.17698140998843
0.03546035472415121,0.0060333102358952435,111.94994504014535
0.03576604410565032,0.006104814613737783,113.21636143576477
0.0360287636454063,0.006166656793635585,114.22948164607803
0.0363306209422245,0.006238160558116656,115.49588196232077
0.03671112998498649,0.006328987496523714,117.26884261519228
0.03712834489432881,0.006429476008424603,119.29508308328177
0.037462472713548634,0.006510641357423801,120.81476350374628
0.03783338253150814,0.006601469737549605,122.58776195152333
0.03812317250944397,0.006672973507510089,123.85416241140985
0.03837225344836115,0.00673481568740779,124.86728262172045
0.03873548859015108,0.00682564262111546,126.64024315139669
