SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle
133309.997168365,0.0,-0.9851201849999646,321.47732072714655,0.00047482221979233685,4.1103759024734425e-05
41460.518960730005,0.0,-26.051969189999955,141.7482118923981,0.00044920294323201767,4.1103759024734425e-05
179346.37022224,0.0,6.352740605518175,359.7613752586475,0.0005508004363099294,6.165561017501332e-05
100670.623383805,0.0,3.0089712983632095,550.6000817048412,0.00038835865711086214,8.220822429906777e-05
17098.11577362,0.0,0.29744906913806457,224.2217935315366,0.00033351426047969926,5.137967112789145e-05
2751.50179233,0.0,-0.007982536751903812,14.439536064644752,0.00048588043947902723,4.110373424953084e-05
26651.427575759997,0.0,-2.1441347311879433,79.80763232525535,0.0004302578940131651,7.193155149183862e-05
237372.09460944,0.0,-5.964461279999915,495.1949943096849,0.0003759926286228188,6.165560792044336e-05
123923.93567590001,0.0,7.749072911763755,461.3295878953037,0.0004735227566369038,5.137967098418023e-05
86734.872572925,0.0,22.22971495146279,267.05027450472375,0.00041932891969283627,7.193154209786418e-05
191529.353779035,0.0,-111.00952976999997,335.5174685134368,0.0003664530759678653,6.165559685868825e-05
250065.99897119,0.0,42.347218720068525,404.9415159004811,0.0004615234791863709,5.137967364748145e-05
141689.98780482,0.0,-22.59267785999993,279.9754751091319,0.00040871697878013365,7.193154239903423e-05
235894.80370363998,0.0,41.93147522199867,177.40589931709394,0.000357190120147699,6.165560894450702e-05
246748.27290517505,0.0,11.348943149999998,121.99682790552731,0.00044987216167351906,5.1379669667540513e-05
200596.453901625,0.0,1.3117556966626636,292.34037831342874,0.00039841270719099707,7.19315445196522e-05
154446.77927385,0.0,-0.39831178083188135,293.67074111483686,0.0003950460467891115,6.165561070701738e-05
107788.64061527501,0.0,8.410092017567225,587.919087716233,0.00039171031526960104,6.165588922056156e-05
291545.3546212,0.0,32.23408390219585,648.860273572539,0.00020388124693923148,6.165574481499793e-05
133088.92298412,0.0,-31.358951849999993,484.54258195080865,0.00024897597636124643,2.0552246824780706e-05
339219.7085635001,0.0,-143.72876142662565,509.2178989192179,0.000384594671186812,3.082796264117111e-05
163054.3562347,0.0,-13.650647157185846,477.3179147470513,0.00029086184101341115,6.165560413641607e-05
215036.27285265,0.0,-6.89196845350217,438.78805549547343,0.0004686599317674067,4.11037514960501e-05
264553.135419395,0.0,-45.701792057464054,606.8955149188153,0.00041941736709528825,8.220747267239578e-05
32253.891893820008,0.0,-7.207011688471319,146.90491703877686,0.0005033827143128333,7.193153971709574e-05
87254.09946096,0.0,17.386064595,307.92375954710155,0.0003237150334018257,9.248340120021253e-05
181809.35811072,0.0,-0.21857690654283618,375.7374700831714,0.0004940250029519711,5.137967698091778e-05
127524.910331975,0.0,1.1630936778197989,281.2144519024421,0.000488450002029781,9.248340071360356e-05
57817.119245609996,0.0,-15.405610667442115,262.00624853113897,0.0003563954530545876,9.248341052130337e-05
113402.98956280001,0.0,19.527610158998744,561.0445071128188,0.0003953136259713419,6.165560900016618e-05
87379.328821215,0.0,7.8308767474698175,332.1186163558638,0.00026706204692003577,7.19315301617043e-05
76022.04287667,0.0,-10.716311515823577,560.7500085539216,0.00030668450191859153,4.110373563750955e-05
284097.996178205,0.0,3.4326305730565094,85.05637975482088,0.00034541728733492705,5.137966933416535e-05
301666.342903135,0.0,4.171587114724728,192.3941619138635,0.0005046851329016843,6.165561014932842e-05
192095.059134565,0.0,4.673878937463964,232.51226535921853,0.0002580978810318657,0.00010275974960308765
250165.06704022503,0.0,-7.628316644999947,148.02397575982667,0.00025647699333324335,4.110397820910592e-05
187915.65600974002,0.0,-34.627810267955105,586.5073289224691,0.0003737764658915099,4.110350084037852e-05
316647.305111475,0.0,-90.43540066257808,290.640482340576,0.0003703479626030137,7.193154167392173e-05
211888.17686853002,0.0,-57.254967149999985,525.8334155621843,0.00025021955415375883,7.193154105877939e-05
270100.39848700503,0.0,13.12501461367375,105.95700058035368,0.00024865915704498144,4.110374945602092e-05
230037.10823118,0.0,9.608389806515532,66.1612763267193,0.0004390701743231262,4.110374702658152e-05
