Metric,Q1 (25th),Q2 Median,Q3 (75th),IQR (Q3-Q1),IQR % of Median
NPV [MEuro],-237.27632758457275,-132.75720361251535,-30.337904707104734,206.938422877468,155.87735900303298
NPV/CAPEX [%],-19.927793517902156,-11.14969271707621,-2.5479469735702422,17.379846544331915,155.87735900303306
IRR [%],3.8898350264177477,4.8091550230233455,5.661889992309868,1.7720549658921199,36.847532620774025
