Metric,Q1 (25th),Q2 Median,Q3 (75th),IQR (Q3-Q1),IQR % of Median
NPV [MEuro],-290.008884195232,-212.81623632227215,-172.04434869649072,117.96453549874127,55.43023292645072
NPV/CAPEX [%],-24.478506393904997,-17.96297936181358,-14.521585093121464,9.956921300783533,55.43023292645069
IRR [%],3.3966088864481345,4.105188529066435,4.4661568671301195,1.0695479806819848,26.053565460127885
