Year,NPV,NPV vs Mean (%),NPV/CAPEX,NPV/CAPEX vs Mean (%),IRR,IRR vs Mean (%)
Best (2010),-22.61147128197075,94.55605098238406,-0.0184450938516597,94.55605098238406,5.5119208398230795,166.93551566796248
Mean,-415.35053338675385,0.0,-0.3388182694579561,0.0,2.064888527864267,0.0
Worst (2008),-579.1037463474854,-39.42530460367862,-0.4723984042446679,-39.425304603678605,0.41049108757273006,-80.1204238372468
Difference (Best - Worst),556.4922750655146,133.98135558606265,0.4539533103930082,133.98135558606268,5.10142975225035,247.0559395052093
