Year,NPV,NPV vs Mean (%),NPV/CAPEX,NPV/CAPEX vs Mean (%),IRR,IRR vs Mean (%)
Best (1982),51.96567239107095,123.58247178819055,0.0438621750301991,123.5824717881905,6.32675619358664,57.72243243604541
Mean,-220.35719095864218,0.0,-0.18599481608269813,0.0,4.011322990565762,0.0
Worst (1999),-401.0613278766801,-82.0051009599017,-0.3385200527914982,-82.0051009599017,2.31069747258469,-42.39562662943813
Difference (Best - Worst),453.027000267751,205.58757274809224,0.38238222782169734,205.5875727480922,4.01605872100195,100.11805906548355
