Metric,Q1 (25th),Q2 Median,Q3 (75th),IQR (Q3-Q1),IQR % of Median
NPV [MEuro],-6.3312703752933865,63.39585315252736,111.36659510047913,117.69786547577252,185.65546423454094
NPV/CAPEX [%],-0.5340876862905249,5.34789110614759,9.394564373585517,9.928652059876043,185.6554642345411
IRR [%],5.8600530650947595,6.41612423931448,6.790079412704582,0.930026347609822,14.495142439903704
