Metric,Q1 (25th),Q2 Median,Q3 (75th),IQR (Q3-Q1),IQR % of Median
NPV [MEuro],-246.59770873237488,-207.78434868637657,-111.21643322174366,135.3812755106312,65.15470311720716
NPV/CAPEX [%],-18.997055300600906,-16.00700502403416,-8.56773869923501,10.429316601365898,65.15470311720719
IRR [%],3.884816126050635,4.19989937340771,4.9581150833220535,1.073298957271418,25.55534935115757
