Site,site_id,NPV CV,Mean NPV,Mean NPV/CAPEX,Mean IRR
Thetys HPP (NL),Thetys_HiFiEMS,0.30986869103601605,288.7104758246066,22.241280761676414,7.7953428934822355
Thetys Wind (NL),Thetys_Wind_HiFiEMS,0.3788003201883548,232.90598435364402,19.658675778157917,7.701346264996488
