baseline_site,mean_portfolio_revenue_MEuro,std_portfolio_revenue_MEuro,delta_sigma_pct,mean_portfolio_npv_over_capex,std_portfolio_npv_over_capex,delta_sigma_npv_capex_pct
NordsoenMidt_HiFiEMS,233.7028821555076,23.30503235782259,-138.23670471966366,-0.008534672775583034,0.12166170811529727,-18.89139303835818
