weather_year,portfolio_NPV_over_CAPEX,portfolio_NPV [MEuro],portfolio_IRR,portfolio_LCOE [Euro/MWh],portfolio_Revenues [MEuro],portfolio_CAPEX [MEuro],portfolio_OPEX [MEuro],portfolio_Wind CAPEX [MEuro],portfolio_Wind OPEX [MEuro],portfolio_PV CAPEX [MEuro],portfolio_PV OPEX [MEuro],portfolio_Batt CAPEX [MEuro],portfolio_Batt OPEX [MEuro],portfolio_Shared CAPEX [MEuro],portfolio_Shared OPEX [MEuro],portfolio_Mean Annual Electricity Sold [GWh],portfolio_GUF,portfolio_grid [MW],portfolio_wind [MW],portfolio_solar [MW],portfolio_Battery Energy [MWh],portfolio_Battery Power [MW],portfolio_Total curtailment [GWh],portfolio_Total curtailment with deg [GWh],portfolio_Awpp [km2],portfolio_Apvp [km2],portfolio_Plant area [km2],portfolio_Number of batteries used in lifetime,portfolio_Break-even PPA price [Euro/MWh],portfolio_Capacity factor wind [-],portfolio_AEP [GWh],portfolio_AEP with degradation [GWh],portfolio_lifetime_years,portfolio_input_rows_per_year,portfolio_input_rows_lifetime,portfolio_Mean Annual Wind Electricity [GWh],portfolio_Mean Annual Solar Electricity [GWh],portfolio_Mean Annual Battery Discharge [GWh],portfolio_Capacity factor solar [-],portfolio_CFADS [MEuro/yr],portfolio_CFADS degradation rate [-/yr],portfolio_Debt Amount [MEuro],portfolio_Annual Debt Service [MEuro/yr],portfolio_DSCR [-],portfolio_DSCR Avg [-],portfolio_LLCR [-],portfolio_DSCR Breach Years,portfolio_Debt Headroom [MEuro],portfolio_Debt Headroom [% of CAPEX]
2002,-0.9794084899800307,-2310.2251881593497,0.0,530.9431996101121,128.82433562761577,2358.7194105014323,64.27212433005117,1715.5936660014327,63.958488005051166,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4839.089875356416,0.5524075200178558,1000.0,975.0,29.0,0.0,0.0,226.0004895123976,203.24845727315164,180.56947940086894,0.464,180.56947940086894,0.0,663.9308437623698,0.5596938803689606,4847.2198136473435,4847.2198136473435,50.0,17520.0,438000.0,4775.167348084164,40.511845400000006,0.0,0.14453367009132415,64.55221129756461,8.514789131208733e-05,1651.1035873510027,143.95073478608722,0.8975868005673253,0.8979231802323787,0.8979902886136284,20.0,-1034.0962722949653,-0.8760151803226908
2003,-0.9814457975987858,-2314.9931714614704,0.0,588.6031701133488,120.36029417086539,2358.7194105014323,62.154972422039286,1715.5936660014327,61.84133609703929,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4363.117656041735,0.4980727917855863,1000.0,975.0,29.0,0.0,0.0,152.969727515817,137.04711491554133,180.56947940086894,0.464,180.56947940086894,0.0,736.155215039624,0.5034669212599673,4368.599540638357,4368.599540638357,50.0,17520.0,438000.0,4295.087550349044,41.6009822,0.0,0.1495275228310502,58.20532174882611,9.665472421616084e-05,1651.1035873510027,143.95073478608722,0.8086732900111551,0.8090293452801083,0.8091003812690958,20.0,-1094.7615415507703,-0.9278584235985354
2004,-0.978672119335551,-2308.4247188921427,0.0,529.4318386268831,131.26354484505333,2358.7194105014323,64.3148356353571,1715.5936660014327,64.0011993103571,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4850.88010019596,0.5537534360954292,1000.0,975.0,29.0,0.0,0.0,204.7317334479632,183.80489062814237,180.56947940086894,0.464,180.56947940086894,0.0,662.0382579550898,0.5607952341294606,4858.232295821086,4858.232295821086,50.0,17520.0,438000.0,4784.852451328138,41.499230000000004,0.0,0.1475563641552511,66.94870920969625,8.630382829322158e-05,1651.1035873510027,143.95073478608722,0.9296261132517203,0.9300029671448524,0.9300781507913509,20.0,-1011.1899037511271,-0.857278349120203
2005,-0.9822662023890396,-2316.9480553774065,0.0,507.0291384880735,120.88215370667984,2358.7194105014323,65.2789840024702,1715.5936660014327,64.96534767747019,16.1257445,0.313636325,0.0,0.0,627.0,0.0,5068.909954715579,0.5786426888944725,1000.0,975.0,29.0,0.0,0.0,265.35991359504044,238.9016804802793,180.56947940086894,0.464,180.56947940086894,0.0,633.9770960417852,0.5864449591855179,5078.466021934792,5078.466021934792,50.0,17520.0,438000.0,5003.480198972831,43.0612778,0.0,0.15423246575342464,55.603169704209655,8.448385276427217e-05,1651.1035873510027,143.95073478608722,0.7730179932051024,0.7733079277465251,0.7733657701884806,20.0,-1119.6336073428363,-0.9487345147321131
2006,-0.9742510115011004,-2298.0046806597475,0.0,543.3930676444697,144.5782783646681,2358.7194105014323,63.759142804258985,1715.5936660014327,63.44550647925899,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4726.519630325078,0.5395570354252373,1000.0,975.0,29.0,0.0,0.0,189.58519781924,169.83872594479496,180.56947940086894,0.464,180.56947940086894,0.0,679.5261290664776,0.5460562826355781,4733.313179362869,4733.313179362869,50.0,17520.0,438000.0,4658.84500663469,42.548084200000005,0.0,0.1493673401826484,80.81913556040912,9.009712174190554e-05,1651.1035873510027,143.95073478608722,1.122295200137254,1.1227679384145173,1.1228622524303673,20.0,-878.6126558256368,-0.7447761550394667
2007,-0.9871832672786104,-2328.531279733583,0.0,522.3433417243882,104.84640670428186,2358.7194105014323,64.66202958313522,1715.5936660014327,64.34839325813525,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4929.090512671913,0.562681565373506,1000.0,975.0,29.0,0.0,0.0,252.39358643626613,227.55217594909624,180.56947940086894,0.464,180.56947940086894,0.0,653.1592868734474,0.5702009715339603,4938.192599709876,4938.192599709876,50.0,17520.0,438000.0,4863.581237672388,42.671207,0.0,0.1498331107305936,40.18437712114664,8.779063050556868e-05,1651.1035873510027,143.95073478608722,0.5586679404917521,0.5588848559708504,0.5589281315252285,20.0,-1267.0105541871123,-1.0738572480975384
2008,-0.9850337046669978,-2323.4229366416275,0.0,525.6742203152144,111.42451660893728,2358.7194105014323,64.44037458328297,1715.5936660014327,64.12673825828297,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4878.86787051835,0.5569483870454738,1000.0,975.0,29.0,0.0,0.0,208.33081512260455,187.1664537129548,180.56947940086894,0.464,180.56947940086894,0.0,657.3314441366533,0.5639719973949551,4886.354528666869,4886.354528666869,50.0,17520.0,438000.0,4813.3193329439855,41.038318600000004,0.0,0.14753144406392688,46.98414202565431,8.414308530635406e-05,1651.1035873510027,143.95073478608722,0.652352007924908,0.6526110815936181,0.6526627672610651,20.0,-1202.0165810542223,-1.0191590173606664
2009,-0.9719532804362065,-2292.5195411220266,0.0,527.8395190973108,152.49765595533273,2358.7194105014323,64.37725875019518,1715.5936660014327,64.06362242519519,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4865.309409680996,0.5554006175434928,1000.0,975.0,29.0,0.0,0.0,212.3846379900472,191.1753925932066,180.56947940086894,0.464,180.56947940086894,0.0,660.0438265760538,0.5624484748740085,4872.956425384724,4872.956425384724,50.0,17520.0,438000.0,4799.00735265197,42.3374207,0.0,0.14970058789954335,88.12039720513755,8.663398764763297e-05,1651.1035873510027,143.95073478608722,1.2224326418685245,1.2229521342500582,1.2230557751812892,20.0,-808.8252426079973,-0.6863080934922106
2010,-0.956383432186366,-2255.8636453816116,0.0,521.7981938102214,201.50768193960107,2358.7194105014323,64.59341903325688,1715.5936660014327,64.27978270825687,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4911.769620958456,0.5607042946299607,1000.0,975.0,29.0,0.0,0.0,248.02667295652768,223.4916620120325,180.56947940086894,0.464,180.56947940086894,0.0,652.4760228808618,0.5678898405399448,4920.709287438936,4920.709287438936,50.0,17520.0,438000.0,4848.023289854169,41.1767057,0.0,0.14638344748858445,136.91426290634422,8.219541203824399e-05,1651.1035873510027,143.95073478608722,1.901203883278294,1.9019382559087297,1.9020847638432943,20.0,-342.44041298958564,-0.2901074706940625
2011,-0.9832380602679719,-2319.2725077758555,0.0,533.9981808160182,116.8461368715642,2358.7194105014323,64.33703168665225,1715.5936660014327,64.02339536165226,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4856.693129809297,0.5544170239508329,1000.0,975.0,29.0,0.0,0.0,188.4642154374104,169.0388657796736,180.56947940086894,0.464,180.56947940086894,0.0,667.7581789962389,0.5619265042959862,4863.454684440483,4863.454684440483,50.0,17520.0,438000.0,4789.88556953566,41.920544,0.0,0.1472342579908675,52.50910518491195,9.100839943210204e-05,1651.1035873510027,143.95073478608722,0.7306432670119518,0.7309235851261601,0.7309795103027215,20.0,-1149.2075042440886,-0.9734643199749228
2012,-0.9788660463888378,-2308.9569965611645,0.0,509.59960168366786,131.45765799180444,2358.7194105014323,65.21729322179667,1715.5936660014327,64.90365689679668,16.1257445,0.313636325,0.0,0.0,627.0,0.0,5055.821004041905,0.5771485164431398,1000.0,975.0,29.0,0.0,0.0,211.46065398688444,190.45485393757517,180.56947940086894,0.464,180.56947940086894,0.0,637.1970198294482,0.5849924726881397,5063.439198199409,5063.439198199409,50.0,17520.0,438000.0,4989.491359817841,42.165807,0.0,0.14780405821917805,66.24036477000776,8.500415110113124e-05,1651.1035873510027,143.95073478608722,0.9212416575216463,0.9215822257431849,0.921650169987249,20.0,-1017.9604495168235,-0.86221162493066
2013,-0.975651113038996,-2301.2498125696343,0.0,516.0924804395916,141.3341374454726,2358.7194105014323,64.834830247609,1715.5936660014327,64.521193922609,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4966.232390242818,0.5669215057354815,1000.0,975.0,29.0,0.0,0.0,259.85239611603384,234.31655993489247,180.56947940086894,0.464,180.56947940086894,0.0,645.3291419441784,0.5742787313184816,4975.605052640212,4975.605052640212,50.0,17520.0,438000.0,4902.765061816101,41.50172499999999,0.0,0.14883578767123284,76.49930719786362,8.128711984733972e-05,1651.1035873510027,143.95073478608722,1.0613182960163092,1.0617404217975195,1.0618246361218842,20.0,-919.9027316557373,-0.7804050876570379
2014,-0.983152941110672,-2319.052322856406,0.0,513.5479270204871,117.76981591076643,2358.7194105014323,64.9676644469906,1715.5936660014327,64.65402812199059,16.1257445,0.313636325,0.0,0.0,627.0,0.0,4997.011950090313,0.5704351541198988,1000.0,975.0,29.0,0.0,0.0,245.2251521641788,220.66573343262624,180.56947940086894,0.464,180.56947940086894,0.0,642.1420558809357,0.5780291955314779,5005.838579427618,5005.838579427618,50.0,17520.0,438000.0,4932.886195462717,40.9952747,0.0,0.14561509703196346,52.80215146377583,8.24192482237196e-05,1651.1035873510027,143.95073478608722,0.7343893802292187,0.734652881618097,0.7347054502044708,20.0,-1146.4064894674534,-0.971298719015671
