baseline_site,mean_portfolio_revenue_MEuro,std_portfolio_revenue_MEuro,delta_sigma_pct,mean_portfolio_npv_over_capex,std_portfolio_npv_over_capex,delta_sigma_npv_capex_pct
Sud_Atlantique_HiFiEMS,112.09545538305615,11.910386770642173,0.0,-0.2200976719042357,0.10741732255990996,0.0
