baseline_site,mean_portfolio_revenue_MEuro,std_portfolio_revenue_MEuro,delta_sigma_pct,mean_portfolio_npv_over_capex,std_portfolio_npv_over_capex,delta_sigma_npv_capex_pct
Vestavind_HiFiEMS,296.7839182816545,26.311022430788377,-221.48775619596108,-0.24768805094881413,0.08702023774334637,-1.6277553573613925
