name,site_config_file,NPV_over_CAPEX,NPV [MEuro],LCOE [Euro/MWh],wind [MW],solar [MW],status
Sud_Atlantique,c:\Users\malth\HPP\hydesign\HPP\SiteConfig\Sud_Atlantique.csv,-0.658842333727671,-409.47337767075805,39.80298093167024,0.0,553.86,ok
