Site,site_id,NPV CV,Mean NPV,Mean NPV/CAPEX,Mean IRR
Nordsøen Midt (DK),NordsoenMidt_HiFiEMS,0.12488683920458318,962.1830668983616,81.16698506401326,12.64706686565708
Thetys HPP (NL),Thetys_HiFiEMS,0.1416845485429048,645.9650374019177,49.762966577669154,10.07149994458201
Sud Atlantique HPP (FRw),Sud_Atlantique_HiFiEMS,0.3024327038062679,523.2545095227154,37.3780555125678,8.993340679522019
