Site,Mean NPV,NPV CV,Mean NPV/CAPEX,Mean IRR
Sud Atlantique HPP (FRw),359.1133239701158,0.39336439816403473,25.65637932031157,8.030196380414038
Sud Atlantique Solar (FRw),351.0271239558753,0.20252580012818247,46.6555411708819,9.231327387727912
Sud Atlantique Wind (FRw),-60.72295128991764,1.8909864231015745,-5.126489985796138,1.5715107860861897
